pdl_company,consumer_city,consumer_state,tribe_name,tribe_city,tribe_state,tribe_lat,tribe_lng,consumer_lat,consumer_lng
United Cash Loans,Cincinnati,OH,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,39.14291321,-84.50366914
United Cash Loans,CINCINNATI,OH,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,39.14291321,-84.50366914
United Cash Loans,CINCINNATI,OH,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,39.14291321,-84.50366914
United Cash Loans,CINCINNATI,OH,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,39.14291321,-84.50366914
United Cash Loans,CINCINNATI,OH,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,39.14291321,-84.50366914
Ameriloan,JESSUP,MD,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,39.14566235,-76.77444962
United Cash Loans,Glen Burnie,MD,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,39.15593229,-76.6072054
United Cash Loans,GLEN BURNIE,MD,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,39.15593229,-76.6072054
United Cash Loans,DOVER,DE,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,39.1606061,-75.5216585
United Cash Loans,DUNDALK,MD,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,39.26660053,-76.49647033
United Cash Loans,Baltimore,MD,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,39.2903848,-76.6121893
United Cash Loans,Baltimore,MD,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,39.2903848,-76.6121893
Ameriloan,ABERDEEN,MD,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,39.31858048,-76.15725324
United Cash Loans,WINDSOR MILL,MD,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,39.3328839,-76.7594179
United Cash Loans,FAIRFIELD,OH,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,39.3454673,-84.5603187
Ameriloan,NOTTINGHAM,MD,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,39.3638889,-76.4522222
Ameriloan,NOTTINGHAM,MD,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,39.3638889,-76.4522222
United Cash Loans,ATLANTIC CITY,NJ,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,39.37732154,-74.45124384
United Cash Loans,PARKVILLE,MD,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,39.38320761,-76.55190116
Ameriloan,OWINGS MILLS,MD,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,39.41155717,-76.79129922
Ameriloan,OWINGS MILLS,MD,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,39.41155717,-76.79129922
Ameriloan,Fallon,NV,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,39.47366624,-118.7776939
Ameriloan,RENO,NV,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,39.4744867,-119.7765384
US Fast Cash,MATTOON,IL,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,39.47730617,-88.36202523
United Cash Loans,Westminister,MD,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,39.5798604,-77.00658514
Ameriloan,Littleton,CO,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,39.59115007,-105.0192534
Ameriloan,MOORESVILLE,IN,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,39.60427724,-86.36703932
US Fast Cash,ENGLEWOOD,CO,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,39.64682185,-104.9941957
United Cash Loans,NEWARK,DE,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,39.67758488,-75.757346
United Cash Loans,BLUE RIDGE SUMMIT,PA,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,39.72550784,-77.46905645
Ameriloan,DANVILLE,IN,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,39.76074725,-86.50812713
United Cash Loans,Denver,CO,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,39.76144202,-104.8767568
United Cash Loans,DENVER,CO,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,39.76144202,-104.8767568
United Cash Loans,Denver,CO,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,39.76144202,-104.8767568
United Cash Loans,DENVER,CO,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,39.76144202,-104.8767568
United Cash Loans,DENVER,CO,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,39.76144202,-104.8767568
Ameriloan,INDIANAPOLIS,IN,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,39.77710046,-86.14634767
Ameriloan,INDIANAPOLIS,IN,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,39.77710046,-86.14634767
United Cash Loans,Indianapolis,IN,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,39.77710046,-86.14634767
United Cash Loans,INDIANAPOLIS,IN,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,39.77710046,-86.14634767
United Cash Loans,INDIANAPOLIS,IN,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,39.77710046,-86.14634767
United Cash Loans,INDIANAPOLISAPOLIS,IN,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,39.77710046,-86.14634767
United Cash Loans,INDIANAPOLIS,IN,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,39.77710046,-86.14634767
US Fast Cash,INDIANAPOLIS,IN,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,39.77710046,-86.14634767
United Cash Loans,GREENFIELD,IN,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,39.79452773,-85.77333771
United Cash Loans,CLAYMONT,DE,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,39.8006685,-75.4596404
United Cash Loans,CLAYMONT,DE,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,39.8006685,-75.4596404
United Cash Loans,RICHMOND,IN,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,39.8289369,-84.8902382
United Cash Loans,Paulsboro,NJ,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,39.830391,-75.2404607
Ameriloan,THOROFARE,NJ,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,39.8422093,-75.1969346
Ameriloan,Dallastown,PA,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,39.89962544,-76.6409668
United Cash Loans,Dallastown,PA,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,39.89962544,-76.6409668
United Cash Loans,Uniontown,PA,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,39.900076,-79.7164326
United Cash Loans,NORTHGLENN,CO,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,39.91072895,-104.9781051
United Cash Loans,THORNTON,CO,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,39.9180372,-104.9454484
United Cash Loans,CHERRY HILL,NJ,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,39.926813,-75.0246312
United Cash Loans,Cherry Hill,NJ,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,39.926813,-75.0246312
Ameriloan,Camden,NJ,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,39.936191,-75.10729619
United Cash Loans,YORK,PA,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,39.96510038,-76.73153121
United Cash Loans,York,PA,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,39.96510038,-76.73153121
United Cash Loans,WHITEHALL,OH,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,39.96826487,-82.88316831
United Cash Loans,Coatesville,PA,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,39.98491636,-75.81984193
Ameriloan,Cinnaminson,NJ,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,39.9969646,-74.9927693
Ameriloan,CINNAMINSON,NJ,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,39.9969646,-74.9927693
Ameriloan,CINNAMINSON,NJ,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,39.9969646,-74.9927693
Ameriloan,SOMERSET,PA,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.00502978,-79.07785632
Ameriloan,PHILADELPHIA,PA,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.00763806,-75.1339627
United Cash Loans,PHILADELPHIA,PA,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.00763806,-75.1339627
United Cash Loans,PHILADELPHIA,PA,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.00763806,-75.1339627
United Cash Loans,PHILADELPHIA,PA,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.00763806,-75.1339627
United Cash Loans,CONNELLSVILLE,PA,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.01577946,-79.58995064
United Cash Loans,PENN VALLEY,PA,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.0184454,-75.2612932
United Cash Loans,GAHANNA,OH,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.0253619,-82.86331076
Ameriloan,WRIGHT TOWN,NJ,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.02613068,-74.62997993
United Cash Loans,WILLINGBORO,NJ,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.0275,-74.8836111
United Cash Loans,Devon,PA,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.04957502,-75.42714398
United Cash Loans,NEWARK,OH,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.07107065,-82.42509931
United Cash Loans,JOHNSTOWNJ,OH,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.14967339,-82.68785201
Ameriloan,Springville,UT,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.16353244,-111.6204432
US Fast Cash,ROGGEN,CO,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.1688174,-104.3719342
United Cash Loans,EPHRATA,PA,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.18116024,-76.18115861
Ameriloan,ASBURY PARK,NJ,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.22263495,-74.0108509
United Cash Loans,HARLEYSVILLE,PA,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.2791796,-75.38723626
United Cash Loans,HARLEYSVILLE,PA,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.2791796,-75.38723626
United Cash Loans,RANTOUL,IL,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.30272165,-88.15383738
Ameriloan,Upland,NE,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.31949025,-98.90224892
United Cash Loans,JAMESBURG,NJ,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.34935817,-74.44021084
Ameriloan,PRINCETON,NJ,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.3572976,-74.6672226
Ameriloan,PRINCETON,NJ,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.3572976,-74.6672226
United Cash Loans,WEST MIFFLIN,PA,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.35808796,-79.90723365
United Cash Loans,WEST MIFFLIN,PA,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.35808796,-79.90723365
United Cash Loans,SELLERSVILLE,PA,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.36002513,-75.30835171
United Cash Loans,SELLERSVILLE,PA,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.36002513,-75.30835171
United Cash Loans,Matawan,NJ,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.4126678,-74.23652161
Ameriloan,KENDALL PARK,NJ,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.41375119,-74.56269699
Ameriloan,Hazlet,NJ,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.4155556,-74.1911111
Ameriloan,Hazlet,NJ,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.4155556,-74.1911111
Ameriloan,LEONARDO,NJ,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.41906988,-74.05982886
Ameriloan,LEONARDO,NJ,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.41906988,-74.05982886
Ameriloan,Pittsburgh,PA,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.43946574,-79.97631573
Ameriloan,PITTSBURGH,PA,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.43946574,-79.97631573
Ameriloan,PITTSBURGH,PA,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.43946574,-79.97631573
United Cash Loans,Pittsburgh,PA,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.43946574,-79.97631573
United Cash Loans,PITTSBURGH,PA,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.43946574,-79.97631573
Ameriloan,CLIFFWOOD,NJ,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.44270397,-74.21777512
United Cash Loans,NEW BRUNSWICK,NJ,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.48699205,-74.44499347
United Cash Loans,PERTH AMBOYPE,NJ,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.5067723,-74.2654234
United Cash Loans,Scwickley,PA,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.53991976,-80.17932798
US Fast Cash,HOMER CITY,PA,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.54039966,-79.15976735
US Fast Cash,HOMER CITY,PA,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.54039966,-79.15976735
United Cash Loans,MARION,IN,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.54978785,-85.65936919
United Cash Loans,MARION,IN,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.54978785,-85.65936919
US Fast Cash,REDDING,CA,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.56967221,-122.3650531
US Fast Cash,Allison Park,PA,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.57306394,-79.96026169
US Fast Cash,ALLISON PARK,PA,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.57306394,-79.96026169
United Cash Loans,Staten Island,NY,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.5795317,-74.1502007
Ameriloan,Williamstown,PA,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.58092185,-76.61695583
United Cash Loans,WEST JORDAN,UT,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.60225986,-112.0009618
United Cash Loans,Bethlehem,PA,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.62664026,-75.36790482
United Cash Loans,BETHLEHEM,PA,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.62664026,-75.36790482
United Cash Loans,BELLMORE,NY,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.65694228,-73.52847805
United Cash Loans,HOWARD BEACH,NY,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.6571222,-73.8429989
Ameriloan,NEW YORK,NY,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.66393072,-73.93827499
United Cash Loans,NEW YORK,NY,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.66393072,-73.93827499
United Cash Loans,New York,NY,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.66393072,-73.93827499
United Cash Loans,NEW YORK,NY,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.66393072,-73.93827499
United Cash Loans,NEW YORK,NY,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.66393072,-73.93827499
United Cash Loans,NEW YORK,NY,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.66393072,-73.93827499
US Fast Cash,NEW YORK,NY,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.66393072,-73.93827499
US Fast Cash,New York,NY,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.66393072,-73.93827499
US Fast Cash,NEW YORK,NY,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.66393072,-73.93827499
US Fast Cash,NEW YORK,NY,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.66393072,-73.93827499
Ameriloan,BALDWIN,NY,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.6686336,-73.6119129
Ameriloan,Freedom,PA,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.68487902,-80.25318149
Ameriloan,Freedom,PA,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.68487902,-80.25318149
Ameriloan,Freedom,PA,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.68487902,-80.25318149
Ameriloan,Freedom,PA,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.68487902,-80.25318149
Ameriloan,Freedom,PA,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.68487902,-80.25318149
Ameriloan,Freedom,PA,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.68487902,-80.25318149
Ameriloan,Freedom,PA,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.68487902,-80.25318149
United Cash Loans,Freedom,PA,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.68487902,-80.25318149
Ameriloan,Saint Albans,NY,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.6894086,-73.7654367
Ameriloan,SAINT ALBANS,NY,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.6894086,-73.7654367
United Cash Loans,SAINT ALBANS,NY,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.6894086,-73.7654367
Ameriloan,BROOKLYN,NY,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.6927778,-73.9902778
Ameriloan,BROOKLYN,NY,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.6927778,-73.9902778
United Cash Loans,BROOKLYN,NY,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.6927778,-73.9902778
United Cash Loans,BROOKLYN,NY,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.6927778,-73.9902778
United Cash Loans,BROOKLYN,NY,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.6927778,-73.9902778
US Fast Cash,BROOKLYN,NY,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.6927778,-73.9902778
US Fast Cash,BROOKLYN,NY,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.6927778,-73.9902778
Ameriloan,HILLSIDE,NJ,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.6955044,-74.2287333
Ameriloan,MARS,PA,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.6969492,-80.01409839
United Cash Loans,Uniondale,NY,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.7003793,-73.5929056
United Cash Loans,ROCHESTER,PA,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.7022882,-80.2864509
United Cash Loans,JAMAICA,NY,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.702677,-73.7889689
United Cash Loans,HEMPSTEAD,NY,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.70430911,-73.61929703
United Cash Loans,Hempstead,NY,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.70430911,-73.61929703
United Cash Loans,Hempstead,NY,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.70430911,-73.61929703
United Cash Loans,SOUTH FLORAL PARK,NY,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.7135028,-73.70039621
United Cash Loans,Forest Hills,NY,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.718106,-73.8448469
United Cash Loans,EAST MEADOW,NY,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.7197211,-73.56042061
Ameriloan,NEWARK,NJ,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.72417185,-74.17242155
United Cash Loans,REGO PARK,NY,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.7255722,-73.8624893
US Fast Cash,MASPETH,NY,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.7294018,-73.9065883
United Cash Loans,Monticello,IN,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.74548547,-86.76693645
United Cash Loans,MONTICELLO,IN,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.74548547,-86.76693645
United Cash Loans,MONTICELLO,IN,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.74548547,-86.76693645
United Cash Loans,MONTICELLO,IN,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.74548547,-86.76693645
United Cash Loans,MINEOLA,NY,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.74697058,-73.63918469
Ameriloan,LOGANSPORT,IN,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.75018003,-86.3559161
United Cash Loans,PEORIA,IL,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.75167856,-89.61567418
United Cash Loans,PERU,IN,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.75852938,-86.07141243
US Fast Cash,WOLCOTT,IN,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.75904058,-87.04210067
US Fast Cash,ASTORIA,NY,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.7623925,-73.9301037
United Cash Loans,EAST ORANGE,NJ,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.76505914,-74.21186062
United Cash Loans,Evans City,PA,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.76849824,-80.0583662
United Cash Loans,ASHLAND,PA,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.7811062,-76.3450457
United Cash Loans,Secaucus,NJ,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.7895453,-74.0565298
Ameriloan,KULPMONT,PA,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.79513926,-76.47183225
Ameriloan,KULPMONT,PA,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.79513926,-76.47183225
Ameriloan,Selinsgrove,PA,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.80024039,-76.86461616
Ameriloan,Selinsgrove,PA,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.80024039,-76.86461616
Ameriloan,SELINSGROVE,PA,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.80024039,-76.86461616
United Cash Loans,LINCOLN,NE,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.80960627,-96.68054165
Ameriloan,Bronx,NY,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.8370495,-73.8654295
Ameriloan,Bronx,NY,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.8370495,-73.8654295
Ameriloan,Bronx,NY,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.8370495,-73.8654295
Ameriloan,BRONX,NY,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.8370495,-73.8654295
Ameriloan,Bronx,NY,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.8370495,-73.8654295
Ameriloan,BRONX,NY,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.8370495,-73.8654295
United Cash Loans,Bronx,NY,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.8370495,-73.8654295
United Cash Loans,Bronx,NY,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.8370495,-73.8654295
United Cash Loans,BRONX,NY,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.8370495,-73.8654295
United Cash Loans,BRONX,NY,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.8370495,-73.8654295
United Cash Loans,Bronx,NY,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.8370495,-73.8654295
United Cash Loans,BRONX,NY,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.8370495,-73.8654295
United Cash Loans,Bronx,NY,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.8370495,-73.8654295
United Cash Loans,BRONX,NY,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.8370495,-73.8654295
United Cash Loans,BRONX,NY,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.8370495,-73.8654295
US Fast Cash,ELKO,NV,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.83759237,-115.7695019
United Cash Loans,Coram,NY,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.88124274,-73.00588461
United Cash Loans,Middle Island,NY,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.88573529,-72.94537331
Ameriloan,Tuckahoe,NY,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.90356668,-72.43659781
United Cash Loans,NORTHPORT,NY,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.90397253,-73.34493378
United Cash Loans,ELMWOOD PARK,NJ,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.90474385,-74.12011413
Ameriloan,RIDGE,NY,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.90694832,-72.88155312
Ameriloan,RIDGE,NY,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.90694832,-72.88155312
Ameriloan,Mount Vernon,NY,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.91360085,-73.82910018
United Cash Loans,Mount Vernon,NY,Miami Tribe of Oklahoma,Miami,OK,36.88763617,-94.87179594,40.91360085,-73.82910018
