pdl_company,consumer_city,consumer_state,tribe_name,tribe_city,tribe_state,tribe_lat,tribe_lng,consumer_lat,consumer_lng
West River,MINEOLA,NY,Fort Belknap Indian Community,Harlem,MT,48.53192134,-108.7847486,40.74697058,-73.63918469
Target Finance,FORD CITY,PA,Fort Belknap Indian Community,Harlem,MT,48.53192134,-108.7847486,40.76939301,-79.53269955
Target Finance,STATE COLLEGE,PA,Fort Belknap Indian Community,Harlem,MT,48.53192134,-108.7847486,40.7933949,-77.8600012
Island Finance,Montclair,NJ,Fort Belknap Indian Community,Harlem,MT,48.53192134,-108.7847486,40.8259007,-74.2090053
Target Finance,YONKERS,NY,Fort Belknap Indian Community,Harlem,MT,48.53192134,-108.7847486,40.94660166,-73.86737618
Green Corp Cash,NEW HAVEN,IN,Fort Belknap Indian Community,Harlem,MT,48.53192134,-108.7847486,41.06721516,-85.02848496
West River,NEW HAVEN,IN,Fort Belknap Indian Community,Harlem,MT,48.53192134,-108.7847486,41.06721516,-85.02848496
Target Finance,NORWALK,CT,Fort Belknap Indian Community,Harlem,MT,48.53192134,-108.7847486,41.09291643,-73.41943894
Green Trust,PARMA,OH,Fort Belknap Indian Community,Harlem,MT,48.53192134,-108.7847486,41.38423998,-81.72859915
Green Trust,PARMA,OH,Fort Belknap Indian Community,Harlem,MT,48.53192134,-108.7847486,41.38423998,-81.72859915
Island Finance,NORTH RIDGEVILLE,OH,Fort Belknap Indian Community,Harlem,MT,48.53192134,-108.7847486,41.3851571,-82.01944513
Green Trust,BAINBRIDGE,OH,Fort Belknap Indian Community,Harlem,MT,48.53192134,-108.7847486,41.39444816,-81.33655168
Target Finance,CLEVELAND HEIGHTS,OH,Fort Belknap Indian Community,Harlem,MT,48.53192134,-108.7847486,41.51121521,-81.56356397
Target Finance,CLEVELAND HEIGHTS,OH,Fort Belknap Indian Community,Harlem,MT,48.53192134,-108.7847486,41.51121521,-81.56356397
Target Finance,DAVENPORT,IA,Fort Belknap Indian Community,Harlem,MT,48.53192134,-108.7847486,41.55564824,-90.60545667
Green Trust,CHESTERTON,IN,Fort Belknap Indian Community,Harlem,MT,48.53192134,-108.7847486,41.59954554,-87.05486262
Target Finance,DES MOINES,IA,Fort Belknap Indian Community,Harlem,MT,48.53192134,-108.7847486,41.6005448,-93.6091064
Green Trust,MICHIGAN CITY,IN,Fort Belknap Indian Community,Harlem,MT,48.53192134,-108.7847486,41.7075394,-86.8950297
West River,CHICAGO,IL,Fort Belknap Indian Community,Harlem,MT,48.53192134,-108.7847486,41.8781136,-87.6297982
Target Finance,ELIZAVILLE,NY,Fort Belknap Indian Community,Harlem,MT,48.53192134,-108.7847486,42.0509242,-73.7937408
Northern Plains Funding,Hoffman Estates,IL,Fort Belknap Indian Community,Harlem,MT,48.53192134,-108.7847486,42.0629915,-88.1227199
Green Trust,Erie,PA,Fort Belknap Indian Community,Harlem,MT,48.53192134,-108.7847486,42.1166824,-80.07314347
Target Finance,SCITUATE,MA,Fort Belknap Indian Community,Harlem,MT,48.53192134,-108.7847486,42.195929,-70.7258633
Target Finance,Dorchester,MA,Fort Belknap Indian Community,Harlem,MT,48.53192134,-108.7847486,42.3016305,-71.067605
Target Finance,BOSTON,MA,Fort Belknap Indian Community,Harlem,MT,48.53192134,-108.7847486,42.3322209,-71.01643176
Target Finance,BOSTON,MA,Fort Belknap Indian Community,Harlem,MT,48.53192134,-108.7847486,42.3322209,-71.01643176
Green Trust,Bath,NY,Fort Belknap Indian Community,Harlem,MT,48.53192134,-108.7847486,42.33624933,-77.31794137
Island Finance,Bath,NY,Fort Belknap Indian Community,Harlem,MT,48.53192134,-108.7847486,42.33624933,-77.31794137
Island Finance,SPRING GROVE,IL,Fort Belknap Indian Community,Harlem,MT,48.53192134,-108.7847486,42.45460057,-88.24066669
Target Finance,STONEHAM,MA,Fort Belknap Indian Community,Harlem,MT,48.53192134,-108.7847486,42.4802469,-71.0999719
Target Finance,FRANKLIN,MI,Fort Belknap Indian Community,Harlem,MT,48.53192134,-108.7847486,42.51877466,-83.30303541
Island Finance,BEVERLY,MA,Fort Belknap Indian Community,Harlem,MT,48.53192134,-108.7847486,42.55822305,-70.84321706
Target Finance,ROCHESTER,MI,Fort Belknap Indian Community,Harlem,MT,48.53192134,-108.7847486,42.680588,-83.1338214
Target Finance,WEST SENECA,NY,Fort Belknap Indian Community,Harlem,MT,48.53192134,-108.7847486,42.83749019,-78.75082984
Target Finance,PHELPS,NY,Fort Belknap Indian Community,Harlem,MT,48.53192134,-108.7847486,42.95812969,-77.0621084
Target Finance,Germantown,WI,Fort Belknap Indian Community,Harlem,MT,48.53192134,-108.7847486,43.2286174,-88.1103691
West River,CORVALLIS,OR,Fort Belknap Indian Community,Harlem,MT,48.53192134,-108.7847486,44.56904052,-123.2777716
Green Trust,PORTLAND,OR,Fort Belknap Indian Community,Harlem,MT,48.53192134,-108.7847486,45.5371811,-122.6499872
Target Finance,MOSES LAKE,WA,Fort Belknap Indian Community,Harlem,MT,48.53192134,-108.7847486,47.1301417,-119.2780771
Island Finance,PUYALLUP,WA,Fort Belknap Indian Community,Harlem,MT,48.53192134,-108.7847486,47.17931865,-122.2905441
Green Trust,SEATTLE,WA,Fort Belknap Indian Community,Harlem,MT,48.53192134,-108.7847486,47.62024593,-122.3506866
Northern Plains Funding,GOLD BAR,WA,Fort Belknap Indian Community,Harlem,MT,48.53192134,-108.7847486,47.85624181,-121.6918063
Island Finance,CAGUAS,PR,Fort Belknap Indian Community,Harlem,MT,48.53192134,-108.7847486,,
Island Finance,ST. MAARTEN,NR,Fort Belknap Indian Community,Harlem,MT,48.53192134,-108.7847486,,
Tribal Lending Enterprise,BRADENTON,FL,Guidiville Indian Rancheria,Ukiah,CA,39.14612636,-123.2100151,27.4989278,-82.5748194
National Payday Loan,HOUSTON,TX,Guidiville Indian Rancheria,Ukiah,CA,39.14612636,-123.2100151,29.2821944,-99.21460444
Money Loans Quick,HOUSTON,TX,Guidiville Indian Rancheria,Ukiah,CA,39.14612636,-123.2100151,29.7804724,-95.3863425
National Payday Loan,Center Point,TX,Guidiville Indian Rancheria,Ukiah,CA,39.14612636,-123.2100151,29.9503035,-99.0388996
National Payday Loan,Lake Butler,FL,Guidiville Indian Rancheria,Ukiah,CA,39.14612636,-123.2100151,30.0227391,-82.3395574
Tribal Lending Enterprise,BATON ROUGE,LA,Guidiville Indian Rancheria,Ukiah,CA,39.14612636,-123.2100151,30.4507665,-91.12584647
National Payday Loan,Many,LA,Guidiville Indian Rancheria,Ukiah,CA,39.14612636,-123.2100151,31.5687848,-93.4840645
Tribal Lending Enterprise,EL PASO,TX,Guidiville Indian Rancheria,Ukiah,CA,39.14612636,-123.2100151,31.8491633,-106.4326601
National Payday Loan,Tucson,AZ,Guidiville Indian Rancheria,Ukiah,CA,39.14612636,-123.2100151,32.2217429,-110.926479
National Payday Loan,LINDALE,TX,Guidiville Indian Rancheria,Ukiah,CA,39.14612636,-123.2100151,32.5156971,-95.4093998
Tribal Lending Enterprise,YUMA,AZ,Guidiville Indian Rancheria,Ukiah,CA,39.14612636,-123.2100151,32.59961134,-114.5485578
National Payday Loan,Bentonia,MS,Guidiville Indian Rancheria,Ukiah,CA,39.14612636,-123.2100151,32.6409711,-90.3648139
National Payday Loan,Arlington,TX,Guidiville Indian Rancheria,Ukiah,CA,39.14612636,-123.2100151,32.735687,-97.1080656
National Payday Loan,ARLINGTON,TX,Guidiville Indian Rancheria,Ukiah,CA,39.14612636,-123.2100151,32.735687,-97.1080656
National Payday Loan,PHOENIX,AZ,Guidiville Indian Rancheria,Ukiah,CA,39.14612636,-123.2100151,33.4483771,-112.0740373
Tribal Lending Enterprise,MC GEHEE,AR,Guidiville Indian Rancheria,Ukiah,CA,39.14612636,-123.2100151,33.62795018,-91.39560304
National Payday Loan,Huntington Beach,CA,Guidiville Indian Rancheria,Ukiah,CA,39.14612636,-123.2100151,33.660297,-117.9992265
Pacific Cash,ANAHEIM,CA,Guidiville Indian Rancheria,Ukiah,CA,39.14612636,-123.2100151,33.8352932,-117.9145036
National Payday Loan,Redondo Beach,CA,Guidiville Indian Rancheria,Ukiah,CA,39.14612636,-123.2100151,33.8491816,-118.3884078
National Payday Loan,Elgin,SC,Guidiville Indian Rancheria,Ukiah,CA,39.14612636,-123.2100151,34.1709826,-80.794252
National Payday Loan,Elgin,SC,Guidiville Indian Rancheria,Ukiah,CA,39.14612636,-123.2100151,34.1709826,-80.794252
National Payday Loan,Elgin,SC,Guidiville Indian Rancheria,Ukiah,CA,39.14612636,-123.2100151,34.1709826,-80.794252
National Payday Loan,Elgin,SC,Guidiville Indian Rancheria,Ukiah,CA,39.14612636,-123.2100151,34.1709826,-80.794252
National Payday Loan,ELGIN,SC,Guidiville Indian Rancheria,Ukiah,CA,39.14612636,-123.2100151,34.1709826,-80.794252
Tribal Lending Enterprise,PALMDALE,CA,Guidiville Indian Rancheria,Ukiah,CA,39.14612636,-123.2100151,34.59837683,-118.0880998
Tribal Lending Enterprise,RALEIGH,NC,Guidiville Indian Rancheria,Ukiah,CA,39.14612636,-123.2100151,35.8302035,-78.6414394
National Payday Loan,Greensboro,NC,Guidiville Indian Rancheria,Ukiah,CA,39.14612636,-123.2100151,36.0726354,-79.7919754
National Payday Loan,Speedwell,TN,Guidiville Indian Rancheria,Ukiah,CA,39.14612636,-123.2100151,36.4586902,-83.8718624
Gallery Cash Now,Chesapeake,VA,Guidiville Indian Rancheria,Ukiah,CA,39.14612636,-123.2100151,36.67775211,-76.30243259
Money Loans Quick,VIRGINIA BEACH,VA,Guidiville Indian Rancheria,Ukiah,CA,39.14612636,-123.2100151,36.77783612,-76.01637024
Tribal Lending Enterprise,SIKESTON,MO,Guidiville Indian Rancheria,Ukiah,CA,39.14612636,-123.2100151,36.876719,-89.5878579
National Payday Loan,WEST PADUCAH,KY,Guidiville Indian Rancheria,Ukiah,CA,39.14612636,-123.2100151,37.0831102,-88.7442202
Money Loans Quick,SANTA CLARA,CA,Guidiville Indian Rancheria,Ukiah,CA,39.14612636,-123.2100151,37.36461945,-121.9679323
Money Loans Quick,TURLOCK,CA,Guidiville Indian Rancheria,Ukiah,CA,39.14612636,-123.2100151,37.50488589,-120.858666
Money Loans Quick,MODESTO,CA,Guidiville Indian Rancheria,Ukiah,CA,39.14612636,-123.2100151,37.66031058,-120.989212
Money Loans Quick,STOCKTON,CA,Guidiville Indian Rancheria,Ukiah,CA,39.14612636,-123.2100151,37.97672722,-121.3121116
National Payday Loan,LEXINGTON,KY,Guidiville Indian Rancheria,Ukiah,CA,39.14612636,-123.2100151,38.0405837,-84.5037164
Tribal Lending Enterprise,VALLEJO,CA,Guidiville Indian Rancheria,Ukiah,CA,39.14612636,-123.2100151,38.10770194,-122.2637361
Money Loans Quick,Shelbyville,KY,Guidiville Indian Rancheria,Ukiah,CA,39.14612636,-123.2100151,38.2120144,-85.2235666
Money Loans Quick,SHELBYVILLE,KY,Guidiville Indian Rancheria,Ukiah,CA,39.14612636,-123.2100151,38.2120144,-85.2235666
National Payday Loan,SALISBURY,MD,Guidiville Indian Rancheria,Ukiah,CA,39.14612636,-123.2100151,38.3606736,-75.5993692
Money Loans Quick,JASPER,IN,Guidiville Indian Rancheria,Ukiah,CA,39.14612636,-123.2100151,38.39363798,-86.94004682
National Payday Loan,BELLEVILLE,IL,Guidiville Indian Rancheria,Ukiah,CA,39.14612636,-123.2100151,38.5200504,-89.9839935
National Payday Loan,Saint Louis,MO,Guidiville Indian Rancheria,Ukiah,CA,39.14612636,-123.2100151,38.6270025,-90.1994042
National Payday Loan,POLLOCK PINES,CA,Guidiville Indian Rancheria,Ukiah,CA,39.14612636,-123.2100151,38.7612923,-120.5865935
National Payday Loan,WASHINGTON,DC,Guidiville Indian Rancheria,Ukiah,CA,39.14612636,-123.2100151,38.9072309,-77.0364641
National Payday Loan,Raytown,MO,Guidiville Indian Rancheria,Ukiah,CA,39.14612636,-123.2100151,39.0086171,-94.4635638
National Payday Loan,GLEN BURNIE,MD,Guidiville Indian Rancheria,Ukiah,CA,39.14612636,-123.2100151,39.1626084,-76.6246886
National Payday Loan,HALETHORPE,MD,Guidiville Indian Rancheria,Ukiah,CA,39.14612636,-123.2100151,39.2401735,-76.6806441
Tribal Lending Enterprise,Baltimore,MD,Guidiville Indian Rancheria,Ukiah,CA,39.14612636,-123.2100151,39.2903848,-76.6121893
National Payday Loan,BALTIMORE,MD,Guidiville Indian Rancheria,Ukiah,CA,39.14612636,-123.2100151,39.2903848,-76.6121893
Tribal Lending Enterprise,WINDSOR MILL,MD,Guidiville Indian Rancheria,Ukiah,CA,39.14612636,-123.2100151,39.3328839,-76.7594179
National Payday Loan,Columbus,OH,Guidiville Indian Rancheria,Ukiah,CA,39.14612636,-123.2100151,39.9611755,-82.9987942
National Payday Loan,COLUMBUS,OH,Guidiville Indian Rancheria,Ukiah,CA,39.14612636,-123.2100151,39.9611755,-82.9987942
National Payday Loan,COLUMBUS,OH,Guidiville Indian Rancheria,Ukiah,CA,39.14612636,-123.2100151,39.9611755,-82.9987942
Tribal Lending Enterprise,PHILADELPHIA,PA,Guidiville Indian Rancheria,Ukiah,CA,39.14612636,-123.2100151,40.00763806,-75.1339627
National Payday Loan,Burlington,NJ,Guidiville Indian Rancheria,Ukiah,CA,39.14612636,-123.2100151,40.071222,-74.8648873
National Payday Loan,Morrisville,PA,Guidiville Indian Rancheria,Ukiah,CA,39.14612636,-123.2100151,40.2114977,-74.7879399
National Payday Loan,Milliken,CO,Guidiville Indian Rancheria,Ukiah,CA,39.14612636,-123.2100151,40.3294268,-104.85525
National Payday Loan,HILLSBOROUGH,NJ,Guidiville Indian Rancheria,Ukiah,CA,39.14612636,-123.2100151,40.5106322,-74.6472522
Tribal Lending Enterprise,REDDING,CA,Guidiville Indian Rancheria,Ukiah,CA,39.14612636,-123.2100151,40.56967221,-122.3650531
Tribal Lending Enterprise,NEW YORK,NY,Guidiville Indian Rancheria,Ukiah,CA,39.14612636,-123.2100151,40.66393072,-73.93827499
Tribal Lending Enterprise,JAMAICA,NY,Guidiville Indian Rancheria,Ukiah,CA,39.14612636,-123.2100151,40.702677,-73.7889689
Tribal Lending Enterprise,Salt Lake City,UT,Guidiville Indian Rancheria,Ukiah,CA,39.14612636,-123.2100151,40.77784895,-111.9312208
National Payday Loan,Bronx,NY,Guidiville Indian Rancheria,Ukiah,CA,39.14612636,-123.2100151,40.8370495,-73.8654295
Money Loans Quick,STEGER,IL,Guidiville Indian Rancheria,Ukiah,CA,39.14612636,-123.2100151,41.47224707,-87.61770817
National Payday Loan,Cleveland,OH,Guidiville Indian Rancheria,Ukiah,CA,39.14612636,-123.2100151,41.49932,-81.6943605
National Payday Loan,ALSIP,IL,Guidiville Indian Rancheria,Ukiah,CA,39.14612636,-123.2100151,41.6689223,-87.7386619
National Payday Loan,Newington,CT,Guidiville Indian Rancheria,Ukiah,CA,39.14612636,-123.2100151,41.6972996,-72.7228293
Tribal Lending Enterprise,LYONS,IL,Guidiville Indian Rancheria,Ukiah,CA,39.14612636,-123.2100151,41.81203215,-87.81918039
Money Loans Quick,GRASS LAKE,MI,Guidiville Indian Rancheria,Ukiah,CA,39.14612636,-123.2100151,42.25109541,-84.20734443
National Payday Loan,Rockford,IL,Guidiville Indian Rancheria,Ukiah,CA,39.14612636,-123.2100151,42.2711311,-89.0939952
Tribal Lending Enterprise,EVERETT,MA,Guidiville Indian Rancheria,Ukiah,CA,39.14612636,-123.2100151,42.40645288,-71.05443825
Money Loans Quick,JACKSONVILLE,VT,Guidiville Indian Rancheria,Ukiah,CA,39.14612636,-123.2100151,42.79757008,-72.8192275
National Payday Loan,Fairport,NY,Guidiville Indian Rancheria,Ukiah,CA,39.14612636,-123.2100151,43.0986742,-77.4419378
Money Loans Quick,Windham,ME,Guidiville Indian Rancheria,Ukiah,CA,39.14612636,-123.2100151,43.8105556,-70.4169444
Money Loans Quick,WINDHAM,ME,Guidiville Indian Rancheria,Ukiah,CA,39.14612636,-123.2100151,43.8105556,-70.4169444
National Payday Loan,ST PAUL,MN,Guidiville Indian Rancheria,Ukiah,CA,39.14612636,-123.2100151,44.9537029,-93.0899578
Tribal Lending Enterprise,BROOKLYN PARK,MN,Guidiville Indian Rancheria,Ukiah,CA,39.14612636,-123.2100151,45.11120339,-93.3505068
Tribal Lending Enterprise,PORTLAND,OR,Guidiville Indian Rancheria,Ukiah,CA,39.14612636,-123.2100151,45.5371811,-122.6499872
Tribal Lending Enterprise,VANCOUVER,WA,Guidiville Indian Rancheria,Ukiah,CA,39.14612636,-123.2100151,45.63571758,-122.5985408
National Payday Loan,Seattle,WA,Guidiville Indian Rancheria,Ukiah,CA,39.14612636,-123.2100151,47.6062095,-122.3320708
National Payday Loan,Bellingham,WA,Guidiville Indian Rancheria,Ukiah,CA,39.14612636,-123.2100151,48.7595529,-122.4882249
Golden Valley,COCONUT CREEK,FL,Habematolel Pomo of Upper Lake,Upper Lake,CA,39.16527476,-122.905255,26.2804657,-80.18414117
Golden Valley,Bradenton,FL,Habematolel Pomo of Upper Lake,Upper Lake,CA,39.16527476,-122.905255,27.4989278,-82.5748194
Golden Valley,Austin,TX,Habematolel Pomo of Upper Lake,Upper Lake,CA,39.16527476,-122.905255,30.3071816,-97.7559964
Silver Cloud,Elgin,TX,Habematolel Pomo of Upper Lake,Upper Lake,CA,39.16527476,-122.905255,30.35293953,-97.3886729
Golden Valley,GRANITE SHOALS,TX,Habematolel Pomo of Upper Lake,Upper Lake,CA,39.16527476,-122.905255,30.59023282,-98.37713848
Golden Valley,El Paso,TX,Habematolel Pomo of Upper Lake,Upper Lake,CA,39.16527476,-122.905255,31.8491633,-106.4326601
Silver Cloud,SAN DIEGO,CA,Habematolel Pomo of Upper Lake,Upper Lake,CA,39.16527476,-122.905255,32.81689046,-117.1333353
Mountain Summit,Irving,TX,Habematolel Pomo of Upper Lake,Upper Lake,CA,39.16527476,-122.905255,32.85838081,-96.97030583
Silver Cloud,NORTH CHARLESTON,SC,Habematolel Pomo of Upper Lake,Upper Lake,CA,39.16527476,-122.905255,32.9173424,-80.0651497
Silver Cloud,Sylacauga,AL,Habematolel Pomo of Upper Lake,Upper Lake,CA,39.16527476,-122.905255,33.1731716,-86.2516406
Golden Valley,SAN TAN VALLEY,AZ,Habematolel Pomo of Upper Lake,Upper Lake,CA,39.16527476,-122.905255,33.18952415,-111.5474452
Golden Valley,Gilbert,AZ,Habematolel Pomo of Upper Lake,Upper Lake,CA,39.16527476,-122.905255,33.3102088,-111.7421907
Golden Valley,LOS ANGELES,CA,Habematolel Pomo of Upper Lake,Upper Lake,CA,39.16527476,-122.905255,34.0522342,-118.2436849
Golden Valley,FAYETTEVILLE,NC,Habematolel Pomo of Upper Lake,Upper Lake,CA,39.16527476,-122.905255,35.0851098,-78.9802627
Golden Valley,CHARLOTTE,NC,Habematolel Pomo of Upper Lake,Upper Lake,CA,39.16527476,-122.905255,35.20787221,-80.83007545
Golden Valley,MILLINGTON,TN,Habematolel Pomo of Upper Lake,Upper Lake,CA,39.16527476,-122.905255,35.33854796,-89.8910329
Golden Valley,Wilson,NC,Habematolel Pomo of Upper Lake,Upper Lake,CA,39.16527476,-122.905255,35.7345877,-77.9314952
Golden Valley,DURHAM,NC,Habematolel Pomo of Upper Lake,Upper Lake,CA,39.16527476,-122.905255,35.9809638,-78.9056471
Golden Valley,HENDERSON,NV,Habematolel Pomo of Upper Lake,Upper Lake,CA,39.16527476,-122.905255,36.0122334,-115.0374619
Golden Valley,UNIONTOWN,KY,Habematolel Pomo of Upper Lake,Upper Lake,CA,39.16527476,-122.905255,37.7753214,-87.9305827
Golden Valley,UNIONTOWN,KY,Habematolel Pomo of Upper Lake,Upper Lake,CA,39.16527476,-122.905255,37.7753214,-87.9305827
Golden Valley,Manteca,CA,Habematolel Pomo of Upper Lake,Upper Lake,CA,39.16527476,-122.905255,37.7961861,-121.2310521
Golden Valley,FAIRFAX,CA,Habematolel Pomo of Upper Lake,Upper Lake,CA,39.16527476,-122.905255,37.98837879,-122.5950966
Golden Valley,Fairfax,CA,Habematolel Pomo of Upper Lake,Upper Lake,CA,39.16527476,-122.905255,37.98837879,-122.5950966
Golden Valley,FAIRFAX,CA,Habematolel Pomo of Upper Lake,Upper Lake,CA,39.16527476,-122.905255,37.98837879,-122.5950966
Golden Valley,SACRAMENTO,CA,Habematolel Pomo of Upper Lake,Upper Lake,CA,39.16527476,-122.905255,38.56663215,-121.4682998
Golden Valley,ROCKLIN,CA,Habematolel Pomo of Upper Lake,Upper Lake,CA,39.16527476,-122.905255,38.80762902,-121.2488578
Golden Valley,CHANTILLY,VA,Habematolel Pomo of Upper Lake,Upper Lake,CA,39.16527476,-122.905255,38.88681569,-77.44530064
Golden Valley,FLORENCE,KY,Habematolel Pomo of Upper Lake,Upper Lake,CA,39.16527476,-122.905255,38.98897662,-84.64712717
Golden Valley,Nashville,IN,Habematolel Pomo of Upper Lake,Upper Lake,CA,39.16527476,-122.905255,39.20570564,-86.23658679
Golden Valley,RENO,NV,Habematolel Pomo of Upper Lake,Upper Lake,CA,39.16527476,-122.905255,39.4744867,-119.7765384
Golden Valley,MIDDLETOWN,IN,Habematolel Pomo of Upper Lake,Upper Lake,CA,39.16527476,-122.905255,40.05952978,-85.54215458
Golden Valley,ANDERSON,IN,Habematolel Pomo of Upper Lake,Upper Lake,CA,39.16527476,-122.905255,40.08949108,-85.68939741
Golden Valley,ELWOOD,IN,Habematolel Pomo of Upper Lake,Upper Lake,CA,39.16527476,-122.905255,40.27462062,-85.83708471
Silver Cloud,Edison,NJ,Habematolel Pomo of Upper Lake,Upper Lake,CA,39.16527476,-122.905255,40.5187154,-74.4120953
Golden Valley,STRASBURG,OH,Habematolel Pomo of Upper Lake,Upper Lake,CA,39.16527476,-122.905255,40.60073064,-81.52971088
Silver Cloud,SAINT ALBANS,NY,Habematolel Pomo of Upper Lake,Upper Lake,CA,39.16527476,-122.905255,40.6894086,-73.7654367
Silver Cloud,BROOKLYN,NY,Habematolel Pomo of Upper Lake,Upper Lake,CA,39.16527476,-122.905255,40.6927778,-73.9902778
Golden Valley,HILLSIDE,NJ,Habematolel Pomo of Upper Lake,Upper Lake,CA,39.16527476,-122.905255,40.6955044,-74.2287333
Silver Cloud,Kearney,NE,Habematolel Pomo of Upper Lake,Upper Lake,CA,39.16527476,-122.905255,40.70055652,-99.08415642
Silver Cloud,Jersey City,NJ,Habematolel Pomo of Upper Lake,Upper Lake,CA,39.16527476,-122.905255,40.7281575,-74.0776417
Silver Cloud,Canton,OH,Habematolel Pomo of Upper Lake,Upper Lake,CA,39.16527476,-122.905255,40.80815745,-81.36806196
Silver Cloud,CANTON,OH,Habematolel Pomo of Upper Lake,Upper Lake,CA,39.16527476,-122.905255,40.80815745,-81.36806196
Golden Valley,Wayne,NJ,Habematolel Pomo of Upper Lake,Upper Lake,CA,39.16527476,-122.905255,40.9253725,-74.2765441
Golden Valley,WAYNE,NJ,Habematolel Pomo of Upper Lake,Upper Lake,CA,39.16527476,-122.905255,40.9253725,-74.2765441
Golden Valley,YONKERS,NY,Habematolel Pomo of Upper Lake,Upper Lake,CA,39.16527476,-122.905255,40.94660166,-73.86737618
Golden Valley,BRIARCLIFF MANOR,NY,Habematolel Pomo of Upper Lake,Upper Lake,CA,39.16527476,-122.905255,41.1402322,-73.840231
Golden Valley,WARWICK,NY,Habematolel Pomo of Upper Lake,Upper Lake,CA,39.16527476,-122.905255,41.25518831,-74.35507406
Golden Valley,Yorkville,IL,Habematolel Pomo of Upper Lake,Upper Lake,CA,39.16527476,-122.905255,41.6566639,-88.4363724
Golden Valley,SCHAUMBURG,IL,Habematolel Pomo of Upper Lake,Upper Lake,CA,39.16527476,-122.905255,42.03054888,-88.08386635
Mountain Summit,ACKLEY,IA,Habematolel Pomo of Upper Lake,Upper Lake,CA,39.16527476,-122.905255,42.55187764,-93.0527656
Golden Valley,BUFFALO,NY,Habematolel Pomo of Upper Lake,Upper Lake,CA,39.16527476,-122.905255,42.89225205,-78.85941404
Silver Cloud,BUFFALO,NY,Habematolel Pomo of Upper Lake,Upper Lake,CA,39.16527476,-122.905255,42.89225205,-78.85941404
Golden Valley,Cheektowaga,NY,Habematolel Pomo of Upper Lake,Upper Lake,CA,39.16527476,-122.905255,42.90819104,-78.74963499
Golden Valley,RIVERTON,WY,Habematolel Pomo of Upper Lake,Upper Lake,CA,39.16527476,-122.905255,43.04176888,-108.4120253
Golden Valley,MASON CITY,IA,Habematolel Pomo of Upper Lake,Upper Lake,CA,39.16527476,-122.905255,43.14872011,-93.19980744
Silver Cloud,QUEENSBURY,NY,Habematolel Pomo of Upper Lake,Upper Lake,CA,39.16527476,-122.905255,43.3594444,-73.6569444
Golden Valley,APPLETON,WI,Habematolel Pomo of Upper Lake,Upper Lake,CA,39.16527476,-122.905255,44.2788191,-88.3926255
Golden Valley,APPLETON,WI,Habematolel Pomo of Upper Lake,Upper Lake,CA,39.16527476,-122.905255,44.2788191,-88.3926255
Golden Valley,GOLDEN VALLEY,MN,Habematolel Pomo of Upper Lake,Upper Lake,CA,39.16527476,-122.905255,44.99003481,-93.35898315
Golden Valley,BILLINGS,MT,Habematolel Pomo of Upper Lake,Upper Lake,CA,39.16527476,-122.905255,45.7895184,-108.5498909
Silver Cloud,TOWNSEND,MT,Habematolel Pomo of Upper Lake,Upper Lake,CA,39.16527476,-122.905255,46.3187412,-111.5197453
Silver Cloud,GREAT FALLS,MT,Habematolel Pomo of Upper Lake,Upper Lake,CA,39.16527476,-122.905255,47.5014389,-111.299975
Silver Cloud,FRIDAY HARBOR,WA,Habematolel Pomo of Upper Lake,Upper Lake,CA,39.16527476,-122.905255,48.53249219,-123.0660525
Arrow One,JASPER,IN,Iipay Nation of Santa Ysabel,Santa Ysabel,CA,33.1094669,-116.6717053,38.39363798,-86.94004682
Arrow One,STAMFORD,CT,Iipay Nation of Santa Ysabel,Santa Ysabel,CA,33.1094669,-116.6717053,41.07820856,-73.54981642
Arrow One,HIGHLAND HEIGHTS,OH,Iipay Nation of Santa Ysabel,Santa Ysabel,CA,33.1094669,-116.6717053,41.55177981,-81.46911495
Arrow One,WEYMOUTH,MA,Iipay Nation of Santa Ysabel,Santa Ysabel,CA,33.1094669,-116.6717053,42.2180724,-70.9410356
Arrow One,PARK RAPIDS,MN,Iipay Nation of Santa Ysabel,Santa Ysabel,CA,33.1094669,-116.6717053,46.91718402,-95.060641
Harvest Moon Loans,Summerville,SC,La Posta Band of Mission Indians,Boulevard,CA,32.66401617,-116.289607,33.0058363,-80.1793065
Harvest Moon Loans,COLUMBIA,SC,La Posta Band of Mission Indians,Boulevard,CA,32.66401617,-116.289607,34.0297833,-80.8965664
Harvest Moon Loans,HENDERSON,NV,La Posta Band of Mission Indians,Boulevard,CA,32.66401617,-116.289607,36.0122334,-115.0374619
La Posta,CINCINNATI,OH,La Posta Band of Mission Indians,Boulevard,CA,32.66401617,-116.289607,39.14291321,-84.50366914
Harvest Moon Loans,Canton,OH,La Posta Band of Mission Indians,Boulevard,CA,32.66401617,-116.289607,40.80815745,-81.36806196
Harvest Moon Loans,CANTON,OH,La Posta Band of Mission Indians,Boulevard,CA,32.66401617,-116.289607,40.80815745,-81.36806196
Harvest Moon Loans,EDINA,MN,La Posta Band of Mission Indians,Boulevard,CA,32.66401617,-116.289607,44.89135183,-93.36020068
Niizh,WHITTIER,CA,Lac du Flambeau Band of Lake Superior Chippewa Indians,Lac du Flambeau,WI,45.96960428,-89.89947665,33.96785668,-118.0188036
Niizh,FREDERICKTOWN,PA,Lac du Flambeau Band of Lake Superior Chippewa Indians,Lac du Flambeau,WI,45.96960428,-89.89947665,40.00192506,-80.00921117
